bhk_type,carpet_area_sqft,super_built_up_area_sqft,floor_number,total_floors,building_age_years,lift_available,furnishing_status,modular_kitchen,bathrooms,balconies,ac_units,wardrobes,flooring_type,gated_community,security,clubhouse,gym,swimming_pool,parking_type,power_backup,water_supply,maintenance_charges,locality,pin_code,society_type,distance_to_metro_km,distance_to_it_park_km,distance_to_school_km,distance_to_hospital_km,rental_price,purchase_price,price_per_sqft,brokerage_type,days_since_listed,locality_tier,furnishing_status_encoded,bhk_number,bhk_type_encoded,locality_Aundh,locality_Baner,locality_Hadapsar,locality_Hinjewadi,locality_Kalyani Nagar,locality_Kharadi,locality_Koregaon Park,locality_Kothrud,locality_Magarpatta,locality_Nigdi,locality_Pimple Saudagar,locality_Pune Camp,locality_Shivajinagar,locality_Viman Nagar,locality_Wakad,norm_carpet_area_sqft,norm_super_built_up_area_sqft,norm_floor_number,norm_total_floors,norm_building_age_years,norm_lift_available,norm_modular_kitchen,norm_bathrooms,norm_balconies,norm_ac_units,norm_wardrobes,norm_gated_community,norm_security,norm_clubhouse,norm_gym,norm_swimming_pool,norm_power_backup,norm_maintenance_charges,norm_pin_code,norm_distance_to_metro_km,norm_distance_to_it_park_km,norm_distance_to_school_km,norm_distance_to_hospital_km,norm_price_per_sqft,norm_days_since_listed,norm_locality_tier,norm_locality_Aundh,norm_locality_Baner,norm_locality_Hadapsar,norm_locality_Hinjewadi,norm_locality_Kalyani Nagar,norm_locality_Kharadi,norm_locality_Koregaon Park,norm_locality_Kothrud,norm_locality_Magarpatta,norm_locality_Nigdi,norm_locality_Pimple Saudagar,norm_locality_Pune Camp,norm_locality_Shivajinagar,norm_locality_Viman Nagar,norm_locality_Wakad
2 BHK,501.36,546.77,1,11,7,1,Unfurnished,1,2,2,2,2,Granite,1,1,0,1,0,Covered,1,Municipal,898.8,Baner,411045,Society,2.1,2.62,1.8,2.37,26666.98,13757190.76,27439.49,Broker,32,1,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11550978215092463,0.09706612853151197,0.047619047619047616,0.368421052631579,0.35000000000000003,1.0,1.0,0.2,0.4,0.4,0.1111111111111111,1.0,1.0,0.0,1.0,0.0,1.0,0.011335943200958279,0.7857142857146755,0.2638888888888889,0.20116375727348293,0.5776173285198556,0.7000000000000001,0.7001817312527103,0.2818181818181818,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2 BHK,707.45,898.26,0,12,10,1,Semi-Furnished,1,2,1,2,3,Marble,1,1,1,1,1,Covered,1,Tanker,3439.93,Koregaon Park,411001,Standalone,2.29,3.73,1.45,0.81,44764.74,18611407.54,26307.9,Owner,43,1,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.21414008958995367,0.23347174790437758,0.0,0.42105263157894735,0.5,1.0,1.0,0.2,0.2,0.4,0.2222222222222222,1.0,1.0,1.0,1.0,1.0,1.0,0.3028957139120019,0.0,0.2902777777777778,0.2934330839567747,0.45126353790613716,0.07600000000000007,0.665231821624166,0.3818181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 BHK,391.07,478.91,12,13,7,1,Semi-Furnished,1,2,2,0,2,Granite,1,1,0,0,1,Stilt,0,Corporation + Borewell,800.0,Viman Nagar,411014,Society,1.39,6.06,1.72,1.56,12302.08,3715956.81,9502.12,Broker,7,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.06272732493587045,0.07073113939770262,0.5714285714285714,0.4736842105263157,0.35000000000000003,1.0,1.0,0.2,0.4,0.0,0.1111111111111111,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.232142857143117,0.16527777777777777,0.4871155444721529,0.5487364620938628,0.3760000000000001,0.14617413090827333,0.054545454545454536,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2 BHK,721.46,918.21,2,11,4,1,Semi-Furnished,1,2,0,1,3,Vitrified,0,1,0,0,1,Bike,1,Corporation + Borewell,3862.94,Kharadi,411014,Standalone,4.1,1.76,1.65,2.3,21873.22,7690000.44,10658.97,Broker,12,2,1,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.22084497875110076,0.24121390872399884,0.09523809523809523,0.368421052631579,0.2,1.0,1.0,0.2,0.0,0.2,0.2222222222222222,0.0,1.0,0.0,0.0,1.0,1.0,0.35143030230711686,0.232142857143117,0.5416666666666666,0.12967581047381543,0.5234657039711191,0.6719999999999999,0.18190421243407454,0.09999999999999999,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 BHK,464.52,533.66,5,9,10,1,Fully Furnished,0,1,1,0,2,Vitrified,0,1,0,1,0,Covered,1,Not Specified,2084.21,Kothrud,411038,Standalone,1.15,7.75,1.77,1.62,14516.08,4879303.5,10503.93,Broker,17,2,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0978789387036257,0.09197842285004659,0.23809523809523808,0.2631578947368421,0.5,1.0,0.0,0.0,0.2,0.0,0.1111111111111111,0.0,1.0,0.0,1.0,0.0,1.0,0.14734546172168655,0.6607142857146755,0.13194444444444442,0.627597672485453,0.5667870036101084,0.40000000000000013,0.1771156989364213,0.14545454545454545,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 BHK,442.62,563.4,16,16,13,1,Semi-Furnished,0,2,1,0,2,Ceramic,0,0,1,1,0,Open,1,Tanker,2449.37,Aundh,411007,Standalone,2.96,4.24,1.23,1.43,20737.7,5952042.12,13447.39,Owner,58,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08739806271296759,0.10351986960571252,0.7619047619047619,0.631578947368421,0.65,1.0,0.0,0.2,0.2,0.0,0.1111111111111111,0.0,0.0,1.0,1.0,0.0,1.0,0.1892425570583457,0.107142857143117,0.38333333333333336,0.33582709891936824,0.37184115523465705,0.32399999999999995,0.2680264183623926,0.5181818181818182,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4 BHK,1680.16,1831.07,13,14,7,1,Semi-Furnished,1,5,3,3,5,Marble,0,0,0,0,0,Covered,0,Municipal,4790.27,Magarpatta,411013,Standalone,5.7,1.93,1.63,2.31,28430.74,21281854.24,12666.59,Broker,42,3,1,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.6796584861595009,0.5954750077615647,0.6190476190476191,0.5263157894736842,0.35000000000000003,1.0,1.0,0.8,0.6000000000000001,0.6000000000000001,0.4444444444444445,0.0,0.0,0.0,0.0,0.0,0.0,0.45782868498469426,0.214285714286234,0.763888888888889,0.14380714879467993,0.516245487364621,0.676,0.24391089115026868,0.3727272727272727,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2 BHK,567.2,725.43,0,9,13,1,Semi-Furnished,1,3,3,1,3,Wooden,1,1,0,1,0,Covered,0,Corporation + Borewell,2468.0649999999996,Kharadi,411014,Society,5.09,1.75,2.39,1.82,19705.51,4450508.79,7846.43,Owner,11,2,1,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1470194111566293,0.1664001862775536,0.0,0.2631578947368421,0.65,1.0,1.0,0.4000000000000001,0.6000000000000001,0.2,0.2222222222222222,1.0,1.0,0.0,1.0,0.0,0.0,0.1913875515739521,0.232142857143117,0.6791666666666667,0.12884455527847047,0.7906137184115524,0.4800000000000001,0.0950370442665705,0.0909090909090909,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 BHK,417.41,477.01,12,13,9,1,Semi-Furnished,1,2,1,0,2,Vitrified,0,0,0,1,1,Covered,1,Corporation + Borewell,800.0,Viman Nagar,411014,Society,2.71,5.89,1.79,1.75,23388.35,6820712.4,16340.48,Builder,8,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.07533309085340174,0.06999379074821485,0.5714285714285714,0.4736842105263157,0.45,1.0,1.0,0.2,0.2,0.0,0.1111111111111111,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.232142857143117,0.3486111111111111,0.47298420615128833,0.5740072202166066,0.45200000000000007,0.3573814268435962,0.06363636363636363,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2 BHK,648.43,735.08,12,19,2,1,Semi-Furnished,1,2,1,1,2,Vitrified,1,1,0,1,0,Covered,0,Municipal,1139.63,Hinjewadi,411057,Society,5.78,0.2,2.45,2.78,13638.48,5205733.18,8028.15,Builder,5,3,1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.18589436808453613,0.17014514126047814,0.5714285714285714,0.7894736842105263,0.1,1.0,1.0,0.2,0.2,0.2,0.1111111111111111,1.0,1.0,0.0,1.0,0.0,0.0,0.03896787843463018,1.0,0.775,0.0,0.812274368231047,0.8639999999999999,0.10064958730574461,0.03636363636363636,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2 BHK,354.3,385.38,14,14,7,1,Fully Furnished,1,2,1,2,4,Marble,1,0,1,1,0,Open,1,Municipal,1006.69,Koregaon Park,411001,Society,2.47,5.79,1.88,0.84,30531.3,11419607.79,32231.69,Owner,18,1,2,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.04512998200543665,0.03443418193107731,0.6666666666666666,0.5263157894736842,0.35000000000000003,1.0,1.0,0.2,0.2,0.4,0.3333333333333333,1.0,0.0,1.0,1.0,0.0,1.0,0.02371483907091161,0.0,0.3152777777777778,0.4646716541978387,0.6064981949458483,0.08800000000000002,0.8481920149437201,0.15454545454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 BHK,424.72,538.86,13,14,1,1,Semi-Furnished,1,1,2,0,1,Vitrified,1,1,0,0,1,Covered,0,Corporation + Borewell,2276.38,Kothrud,411038,Society,0.92,8.18,1.2,1.45,14134.43,3572694.72,8411.96,Owner,6,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.07883150197174472,0.09399642968022356,0.6190476190476191,0.5263157894736842,0.05,1.0,1.0,0.0,0.4,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.1693943301926193,0.6607142857146755,0.10000000000000002,0.6633416458852867,0.3610108303249097,0.33199999999999996,0.11250381437962434,0.045454545454545456,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2 BHK,598.56,740.65,2,11,14,1,Semi-Furnished,1,3,2,1,3,Marble,1,0,1,1,0,Covered,1,Corporation + Borewell,1760.53,Kharadi,411014,Society,4.16,0.38,2.14,2.11,23567.87,5711389.35,9541.86,Builder,19,2,1,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.16202764271220182,0.17230673703818694,0.09523809523809523,0.368421052631579,0.7000000000000001,1.0,1.0,0.4000000000000001,0.4,0.2,0.2222222222222222,1.0,0.0,1.0,1.0,0.0,1.0,0.11020762674915441,0.232142857143117,0.55,0.014962593516209478,0.700361010830325,0.596,0.1474015272343617,0.16363636363636364,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2 BHK,692.75,777.52,16,18,4,1,Unfurnished,0,2,2,1,3,Vitrified,0,0,0,0,0,Bike,0,Corporation + Borewell,1942.82,Hinjewadi,411057,Standalone,5.91,2.03,2.55,2.27,12263.82,8281831.3,11954.92,Broker,36,3,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.207104981048279,0.18661518162061475,0.7619047619047619,0.7368421052631579,0.2,1.0,0.0,0.2,0.4,0.2,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.1311229008999913,1.0,0.7930555555555556,0.15211970074812964,0.8483754512635379,0.66,0.2219304899578349,0.3181818181818182,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4 BHK,1069.76,1194.04,10,16,2,1,Unfurnished,1,4,3,2,7,Granite,1,1,0,1,0,Open,1,Municipal,3983.9,Kharadi,411014,Society,4.68,0.2,1.51,2.07,56648.93,12592571.83,11771.43,Broker,23,2,0,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.3875339790956775,0.34825752871778953,0.47619047619047616,0.631578947368421,0.1,1.0,1.0,0.6000000000000001,0.6000000000000001,0.4,0.6666666666666665,1.0,1.0,0.0,1.0,0.0,1.0,0.36530880118958564,0.232142857143117,0.6222222222222222,0.0,0.47292418772563183,0.58,0.2162632792916558,0.19999999999999998,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4 BHK,1688.78,2002.4,2,12,13,1,Fully Furnished,1,5,4,2,7,Ceramic,0,1,0,1,0,Open,0,Municipal,3708.01,Hinjewadi,411057,Standalone,5.08,1.02,2.06,2.5,28910.14,12056874.67,7139.4,Owner,36,3,2,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6837838355220338,0.6619644520335302,0.09523809523809523,0.42105263157894735,0.65,1.0,1.0,0.8,0.8,0.4,0.6666666666666665,0.0,1.0,0.0,1.0,0.0,0.0,0.33365421242731463,1.0,0.6777777777777778,0.0681629260182876,0.6714801444043321,0.752,0.07319995255961861,0.3181818181818182,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2 BHK,361.28,393.25,6,11,10,1,Unfurnished,0,3,1,0,4,Ceramic,0,0,0,1,0,Covered,1,Tanker,800.0,Kharadi,411014,Standalone,3.89,2.22,2.0,1.63,10953.41,2800000.0,7750.28,Not Specified,9,2,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.048470462115701204,0.03748835765290284,0.2857142857142857,0.368421052631579,0.5,1.0,0.0,0.4000000000000001,0.2,0.0,0.3333333333333333,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.232142857143117,0.5125000000000001,0.16791354945968412,0.6498194945848376,0.404,0.09206738757926808,0.07272727272727272,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2 BHK,707.89,795.61,6,13,6,1,Semi-Furnished,0,2,1,1,3,Ceramic,1,1,0,0,1,Covered,0,Tanker,1947.97,Pimple Saudagar,411027,Society,4.22,3.96,1.3,1.95,11603.37,5535276.73,7819.39,Owner,10,3,1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.21435066426739152,0.19363551692021114,0.2857142857142857,0.4736842105263157,0.30000000000000004,1.0,0.0,0.2,0.2,0.2,0.2222222222222222,1.0,1.0,0.0,0.0,1.0,0.0,0.1317137926761546,0.464285714286234,0.5583333333333333,0.31255195344970904,0.39711191335740076,0.532,0.09420189588565883,0.08181818181818182,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1 BHK,375.94,409.57,5,11,6,1,Semi-Furnished,1,2,0,1,1,Vitrified,1,1,1,1,1,Not Specified,1,Corporation + Borewell,1933.44,Baner,411045,Society,2.72,2.44,1.39,2.3,20681.83,11359687.13,30217.02,Owner,34,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055486427504881516,0.04382179447376591,0.23809523809523808,0.368421052631579,0.30000000000000004,1.0,1.0,0.2,0.0,0.2,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.13004667471350356,0.7857142857146755,0.35000000000000003,0.18620116375727344,0.4296028880866426,0.6719999999999999,0.7859675922894556,0.3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5 BHK,1723.45,2014.7,2,16,11,1,Unfurnished,1,5,5,3,6,Vitrified,0,1,0,1,0,Covered,0,Corporation + Borewell,4662.87,Hinjewadi,411057,Standalone,5.71,1.09,2.38,2.27,38501.52,10898875.23,6323.86,Owner,6,3,0,5,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7003761629465142,0.6667378143433718,0.09523809523809523,0.631578947368421,0.55,1.0,1.0,0.8,1.0,0.6000000000000001,0.5555555555555556,0.0,1.0,0.0,1.0,0.0,0.0,0.4432112845413532,1.0,0.7652777777777778,0.0739817123857024,0.7870036101083032,0.66,0.04801145734627896,0.045454545454545456,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 RK,426.82,478.06,5,11,5,1,Semi-Furnished,1,1,1,0,2,Vitrified,1,1,1,1,0,Open,1,Borewell,1958.27,Aundh,411007,Society,3.25,2.73,1.32,1.33,20748.69,7089665.23,16610.24,Owner,6,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07983651747769822,0.07040127289661599,0.23809523809523808,0.368421052631579,0.25,1.0,1.0,0.0,0.2,0.0,0.1111111111111111,1.0,1.0,1.0,1.0,0.0,1.0,0.13289557622848122,0.107142857143117,0.4236111111111111,0.2103075644222776,0.40433212996389895,0.28400000000000003,0.3657131438271293,0.045454545454545456,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3 BHK,1206.64,1366.75,6,10,18,1,Fully Furnished,0,3,3,3,3,Vitrified,0,1,1,1,0,Covered,1,Corporation + Borewell,3619.82,Baner,411045,Society,2.63,3.91,1.99,2.35,61983.04,19094441.46,15824.46,Owner,51,1,2,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4530418469313527,0.4152825209562248,0.2857142857142857,0.3157894736842105,0.9,1.0,0.0,0.4000000000000001,0.6000000000000001,0.6000000000000001,0.2222222222222222,0.0,1.0,1.0,1.0,0.0,1.0,0.32353562102151995,0.7857142857146755,0.33749999999999997,0.3083956774729842,0.6462093862815884,0.6920000000000001,0.34144380600343205,0.45454545454545453,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 BHK,440.1,497.61,9,14,11,1,Semi-Furnished,1,1,1,0,1,Wooden,1,1,1,1,0,Bike,1,Tanker,1511.18,Viman Nagar,411014,Society,2.41,5.35,1.46,1.37,18515.73,4656875.91,10581.34,Broker,20,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.08619204410582336,0.07798820242160823,0.42857142857142855,0.5263157894736842,0.55,1.0,1.0,0.0,0.2,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.08159813851880068,0.232142857143117,0.30694444444444446,0.4280964256026599,0.4548736462093863,0.30000000000000004,0.17950655826210074,0.17272727272727273,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2 BHK,545.54,668.66,9,10,13,1,Fully Furnished,0,2,2,1,4,Marble,1,1,1,1,1,Covered,1,Borewell,1879.21,Aundh,411007,Standalone,2.58,3.68,1.62,1.33,18517.53,12042500.93,22074.55,Owner,35,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13665339408093724,0.14436898478733312,0.42857142857142855,0.3157894736842105,0.65,1.0,0.0,0.2,0.4,0.2,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.12382452694237028,0.107142857143117,0.33055555555555555,0.28927680798004984,0.5126353790613719,0.28400000000000003,0.5344819918041799,0.3090909090909091,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2 BHK,621.6,774.11,0,13,10,1,Semi-Furnished,1,3,3,1,3,Vitrified,0,0,1,1,1,Covered,0,Municipal,800.0,Kharadi,411014,Standalone,3.98,1.76,1.95,2.48,16787.64,10898924.4,17533.59,Owner,23,2,1,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.17305409854894904,0.18529183483390255,0.0,0.4736842105263157,0.5,1.0,1.0,0.4000000000000001,0.6000000000000001,0.2,0.2222222222222222,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.232142857143117,0.525,0.12967581047381543,0.631768953068592,0.744,0.39423142258137445,0.19999999999999998,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3 BHK,928.11,1080.05,7,21,11,1,Unfurnished,1,4,3,2,6,Vitrified,1,1,1,0,0,Covered,1,Municipal,3188.07,Nigdi,411044,Society,4.02,11.54,1.64,1.89,19048.65,6234527.69,6717.45,Broker,20,3,0,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.3197432903250507,0.3040204905308911,0.3333333333333333,0.894736842105263,0.55,1.0,1.0,0.6000000000000001,0.6000000000000001,0.4,0.5555555555555556,1.0,1.0,1.0,0.0,0.0,1.0,0.2739982376509356,0.7678571428577925,0.5305555555555556,0.9426433915211968,0.51985559566787,0.508,0.060167746223609764,0.17272727272727273,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3 BHK,973.3,1224.9,6,11,1,1,Semi-Furnished,1,3,3,2,3,Vitrified,1,1,0,1,0,Stilt,0,Corporation + Borewell,3663.29,Hadapsar,411028,Society,5.32,0.49,2.45,1.93,31534.48,8206763.68,8431.94,Builder,24,3,1,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.3413702668555458,0.3602336230984167,0.2857142857142857,0.368421052631579,0.05,1.0,1.0,0.4000000000000001,0.6000000000000001,0.4,0.2222222222222222,1.0,1.0,0.0,1.0,0.0,0.0,0.32852320655740713,0.482142857143117,0.7111111111111111,0.024106400665004152,0.812274368231047,0.524,0.11312090996581578,0.20909090909090908,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2 BHK,700.23,817.46,5,14,12,1,Unfurnished,0,2,2,1,3,Marble,1,1,0,0,1,Covered,1,Municipal,1660.13,Magarpatta,411013,Society,3.81,1.42,1.63,2.49,19498.3,4639191.97,6625.27,Owner,4,3,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.21068475056472302,0.20211502638932016,0.23809523809523808,0.5263157894736842,0.6000000000000001,1.0,0.0,0.2,0.4,0.2,0.2222222222222222,1.0,1.0,0.0,0.0,1.0,1.0,0.09868810552065024,0.214285714286234,0.5013888888888889,0.10141313383208643,0.516245487364621,0.7480000000000001,0.057320705626256296,0.02727272727272727,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3 BHK,929.47,1072.28,13,13,10,1,Unfurnished,0,4,2,1,5,Ceramic,1,1,0,0,1,Not Specified,0,Municipal,2555.14,Hinjewadi,411057,Society,6.39,0.32,2.62,2.8,26996.25,7049511.44,7584.46,Owner,100,3,0,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.3203941575098587,0.3010051226327228,0.6190476190476191,0.4736842105263157,0.5,1.0,0.0,0.6000000000000001,0.4,0.2,0.4444444444444445,1.0,1.0,0.0,0.0,1.0,0.0,0.20137821204180073,1.0,0.8597222222222222,0.00997506234413965,0.8736462093862817,0.8719999999999999,0.08694592661318917,0.9,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4 BHK,1329.68,1606.87,12,17,2,1,Unfurnished,0,4,3,3,5,Granite,0,1,0,0,0,Bike,0,Municipal,2269.59,Magarpatta,411013,Society,5.11,2.33,1.82,2.55,34978.77,7704495.12,5794.24,Broker,11,3,0,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5119261840039818,0.5084678671220118,0.5714285714285714,0.6842105263157894,0.1,1.0,0.0,0.6000000000000001,0.6000000000000001,0.6000000000000001,0.4444444444444445,0.0,1.0,0.0,0.0,0.0,0.0,0.16861527093822143,0.214285714286234,0.6819444444444445,0.1770573566084788,0.5848375451263538,0.772,0.031653791462460945,0.0909090909090909,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1 BHK,433.79,501.05,6,15,6,1,Semi-Furnished,1,1,2,0,1,Marble,1,1,0,0,0,Covered,1,Corporation + Borewell,1405.38,Aundh,411007,Society,3.2,5.19,1.56,1.8,16976.91,3989424.85,9196.72,Not Specified,25,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0831722117998392,0.07932319155541759,0.2857142857142857,0.5789473684210527,0.30000000000000004,1.0,1.0,0.0,0.4,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.06945904144732917,0.107142857143117,0.4166666666666667,0.4147963424771405,0.49097472924187724,0.4720000000000001,0.13674164882504755,0.21818181818181817,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1 BHK,452.61,491.17,3,9,12,1,Unfurnished,1,1,1,0,1,Vitrified,0,1,0,0,0,Covered,0,Borewell,1013.7,Hinjewadi,411057,Society,6.49,0.97,2.25,2.52,7515.99,2800000.0,6186.34,Owner,76,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0921790650484322,0.07548897857808137,0.14285714285714285,0.2631578947368421,0.6000000000000001,1.0,1.0,0.0,0.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.024519140304097006,1.0,0.8736111111111111,0.06400665004156275,0.740072202166065,0.76,0.04376406069897967,0.6818181818181819,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2 BHK,368.1,412.08,1,19,15,1,Fully Furnished,1,2,2,1,3,Ceramic,1,1,0,0,0,Covered,0,Tanker,800.0,Wakad,411057,Standalone,5.43,3.76,1.7,2.44,13196.59,3009688.05,8176.38,Broker,22,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.05173436961598839,0.04479587084756287,0.047619047619047616,0.7894736842105263,0.75,1.0,1.0,0.2,0.4,0.2,0.2222222222222222,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.7263888888888889,0.29592684954280957,0.5415162454873647,0.728,0.10522776942492132,0.1909090909090909,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
